k,skeleton_graph,definite_order_perturbated_graph,random_order_perturbated_graph,dop_like_random_graph,rop_like_random_graph
0,-3.552713678800755e-15,-8.171241461241152e-14,5.20519118671146e-15,-7.105427357601002e-15,3.606837051250977e-14
1,2.0000000000000195,3.9999999999999787,5.384130217004549,3.685306009523923,5.3976714875067895
2,3.999999999999964,5.999999999999952,5.999999999999877,7.1140721000813665,8.291535522770218
3,3.9999999999999813,5.999999999999973,6.884821053362096,7.262791166133207,8.455729033535832
4,3.999999999999982,6.000000000000004,7.423699601167885,7.326923212545632,8.91330056680774
5,3.9999999999999862,6.000000000000007,7.999999999999917,7.612867868374776,9.003141362180344
6,4.000000000000008,6.00000000000001,7.999999999999941,7.732026176701297,9.176292648855895
7,5.999999999999961,6.000000000000016,7.999999999999979,7.84148388949029,9.328225598659746
8,5.999999999999971,6.000000000000041,8.10682020175696,7.944553068464769,9.417571465373241
9,5.999999999999971,6.000000000000043,8.233957379549999,8.357898298037345,9.540352994474926
10,5.999999999999977,7.999999999999963,8.68361683645371,8.821277648454842,9.63005973248826
11,5.999999999999978,7.999999999999964,8.880344180449205,8.999236065137431,9.865827505797569
12,5.9999999999999805,7.99999999999997,8.906909097411754,9.08901219538567,9.927539365605154
13,5.999999999999982,7.999999999999981,9.140205004556279,9.25305376909055,9.950588120330009
14,5.999999999999982,7.999999999999986,9.145371065759765,9.287384559554456,10.130780289839995
15,5.999999999999983,7.999999999999999,9.150069481541799,9.346103314338247,10.304329809884521
16,5.999999999999988,8.000000000000034,9.159723067437975,9.486811232288115,10.316505842640211
17,5.999999999999992,8.00000000000005,9.776671468784055,9.545658218811242,10.493079992539869
18,5.999999999999994,9.999999999999961,9.92595330511452,9.559346814226252,10.521817328905259
19,6.0000000000000036,9.999999999999975,9.99999999999998,9.651288875601159,10.670398378904366
20,6.000000000000006,9.999999999999982,9.999999999999982,9.678239189507085,10.713993146600847
21,6.000000000000017,9.999999999999988,10.000000000000039,9.708767990001146,10.84766752188914
22,6.0000000000000195,9.99999999999999,10.00000000000006,9.803669547768022,10.888872016128069
23,6.00000000000002,9.999999999999993,10.003959669120492,9.852231398225227,11.016425864559
24,6.0000000000000275,9.999999999999998,10.039857511307467,9.95530272182719,11.12831088609547
25,7.99999999999995,10.0,10.054375965524757,9.994833915827611,11.22081419283988
26,7.99999999999997,10.000000000000004,10.081019718011882,10.057331174748677,11.32023724040302
27,7.999999999999973,10.000000000000005,10.241967578543086,10.1003128519924,11.36635529874481
28,7.999999999999975,10.000000000000007,10.596655340393411,10.192195902342066,11.449435914550506
29,7.999999999999981,10.000000000000012,10.623277193449415,10.261587095120296,11.532721349967144
30,7.999999999999982,10.000000000000014,10.881271858169924,10.314406438295803,11.602698098295127
31,7.999999999999982,10.000000000000016,10.90507101076376,10.38790006741203,11.66489504536555
32,7.999999999999983,10.000000000000016,10.911074563329594,10.500566651666391,11.728957262231605
33,7.999999999999983,10.091179049252828,11.058276011514742,10.534475363313478,11.830104771643162
34,7.999999999999987,11.868803637955018,11.157138150003137,10.574234875812895,11.923653182373926
35,7.999999999999987,11.999999999999966,11.15972306743796,10.682181908671987,11.9656640445285
36,7.999999999999989,11.999999999999968,11.192973780413384,10.695201391924993,12.062272593554168
37,7.999999999999991,11.999999999999977,11.213648438611806,10.800021115906835,12.153393561108288
38,7.999999999999992,11.999999999999979,11.49913720590957,10.959586378626247,12.191730873597644
39,7.999999999999993,11.999999999999982,11.877876424110578,10.99079161513676,12.224418163091665
40,7.999999999999993,11.999999999999982,11.993356772442846,10.998033908323242,12.285181445515923
41,7.999999999999993,11.999999999999982,11.999999999999986,11.061601597937212,12.361619340317954
42,7.999999999999994,11.999999999999984,12.000000000000012,11.147925244053397,12.391959619368807
43,7.999999999999996,11.999999999999984,12.000000000000021,11.203657543138661,12.456886489528124
44,7.999999999999998,11.999999999999988,12.000000000000028,11.266504778665713,12.489495012684266
45,8.000000000000004,11.999999999999991,12.000000000000046,11.353394970134913,12.578887232281955
46,8.000000000000004,11.999999999999993,12.015513671273853,11.443967790074531,12.600880642437858
47,8.000000000000004,11.999999999999995,12.127816438220664,11.46066365121574,12.706198384880434
48,8.000000000000005,11.999999999999996,12.134757755139852,11.508121535604715,12.74015147122964
49,8.000000000000009,11.999999999999998,12.14740214975569,11.590776040445643,12.863429197938155
50,8.000000000000012,12.0,12.241967578543171,11.641368793895422,12.887984759956927
51,8.000000000000014,12.0,12.27019998148575,11.728742157184454,12.964112866108017
52,8.000000000000014,12.0,12.392841070268904,11.792464055991774,12.984437137932497
53,8.000000000000018,12.0,12.415786043677688,11.80614930898262,13.02695795272501
54,8.00000000000002,12.000000000000002,12.448672045672433,11.85877689270915,13.117084098286607
55,8.00000000000002,12.000000000000002,12.596363906752586,11.886857250741937,13.186152006086685
56,8.000000000000027,12.000000000000005,12.602938680893342,11.941512559301378,13.240704949437676
57,8.000000000000027,12.000000000000005,12.620326915884093,12.022715832707927,13.267520885456701
58,8.000000000000027,12.000000000000007,12.623277193449422,12.057575953631824,13.329491212250392
59,8.00000000000003,12.000000000000012,12.76445654170344,12.101953847947865,13.363946830958911
60,8.000000000000032,12.000000000000014,12.81367397582398,12.169972207207167,13.409588098024207
61,8.000000000000039,12.000000000000016,12.86695602588765,12.220338070042336,13.45849609019321
62,9.999999999999968,12.000000000000016,12.87630927602163,12.28780450375497,13.46542468663862
63,9.999999999999968,12.00000000000002,12.902036348752379,12.321498076432245,13.516316126661728
64,9.99999999999997,12.000000000000021,12.909971110317391,12.39798161571704,13.534132739252884
65,9.999999999999972,12.000000000000023,12.910057466719515,12.418296098650307,13.630493597800665
66,9.999999999999972,12.06637690860799,12.911074563329631,12.482335480771003,13.733427082519897
67,9.999999999999973,12.977883494432314,12.91311564298032,12.541332888666993,13.76359046601011
68,9.999999999999975,13.408114195903613,12.955859625160652,12.572034021914867,13.8303927145186
69,9.999999999999975,13.47028896076859,13.167655779722871,12.622370666578405,13.857006224372086
70,9.999999999999975,13.663739189231604,13.322684734016853,12.658191813845033,13.97213515012012
71,9.999999999999975,13.701093234677836,13.408014586707152,12.714621932742263,13.986455731524307
72,9.999999999999979,13.720176768357113,13.437736736580984,12.777651146874598,14.037777115320353
73,9.99999999999998,13.72310484629538,13.600868984007885,12.81408681569539,14.06525199365025
74,9.99999999999998,13.730595715012777,13.620137414349038,12.836750246311814,14.120128215382936
75,9.999999999999982,13.823699326865054,13.65063185678471,12.935079253072525,14.221045161084366
76,9.999999999999984,13.999999999999968,13.65870886167553,12.972592141396106,14.240314057136734
77,9.999999999999984,13.999999999999975,13.692635881961131,13.00840772795635,14.26496077112991
78,9.999999999999986,13.999999999999979,13.716110896757755,13.037756574944007,14.331396486761756
79,9.999999999999986,13.999999999999979,13.8213113923668,13.118466949443471,14.36410744657208
80,9.999999999999986,13.999999999999984,13.829384969594342,13.14746279101173,14.411972365435524
81,9.999999999999986,13.999999999999984,13.999999999999979,13.213777688052978,14.438571821447832
82,9.999999999999988,13.999999999999984,13.999999999999982,13.242438739376718,14.443517871853938
83,9.999999999999988,13.999999999999986,13.999999999999988,13.258165166766892,14.570387116988963
84,9.999999999999988,13.999999999999988,13.99999999999999,13.313084603203125,14.663072853367428
85,9.999999999999988,13.99999999999999,13.999999999999993,13.355946284337096,14.719215137458399
86,9.99999999999999,13.999999999999991,13.999999999999995,13.399650749206936,14.778524453995589
87,9.99999999999999,13.999999999999993,14.0,13.44466029178055,14.847036061217281
88,9.99999999999999,13.999999999999995,14.000000000000004,13.499339348887752,14.869215303538295
89,9.999999999999991,13.999999999999996,14.000000000000007,13.57082960248709,14.901359124941681
90,9.999999999999993,13.999999999999998,14.063783249597362,13.590320039313537,14.986616484575405
91,9.999999999999993,14.0,14.127816438220714,13.655040941378521,15.074130551554353
92,9.999999999999993,14.000000000000002,14.154646423481736,13.675156574350009,15.104397749197753
93,9.999999999999995,14.000000000000005,14.192083272218074,13.709745124401397,15.152238490750651
94,9.999999999999995,14.000000000000005,14.233957379549992,13.760108032012583,15.178304066339503
95,9.999999999999996,14.000000000000005,14.33617662182617,13.83970916150083,15.211436971739097
96,9.999999999999996,14.000000000000012,14.415786043677661,13.889474988132001,15.26572842570537
97,9.999999999999998,14.000000000000014,14.416278027914174,13.901528540464813,15.337927854842828
98,9.999999999999998,14.000000000000016,14.44867204567245,13.953112479613933,15.375506647290601
99,9.999999999999998,14.000000000000018,14.452172834992014,13.987127688134107,15.423411189703753
100,9.999999999999998,14.00000000000002,14.664194082429685,14.026442798776767,15.434775286176768
101,10.0,14.000000000000023,14.863242846273813,14.049908111055226,15.47968295486485
102,10.0,14.000000000000028,14.873726232754846,14.178026366119292,15.542291861278164
103,10.0,14.373432413163657,14.876653716680263,14.251729435551958,15.595068811479424
