k,skeleton_graph,definite_order_perturbated_graph,random_order_perturbated_graph,dop_like_random_graph,rop_like_random_graph
0,-3.552713678800501e-14,-7.815970093361102e-14,3.552713678800501e-14,-1.4210854715202004e-14,-1.1709556935191046e-13
1,1.9999999999999858,4.000000000000064,6.000000000000032,5.09286105766421,7.818040446816043
2,4.0000000000000036,5.999999999999864,7.999999999999922,9.83120008658406,10.31275789831561
3,4.000000000000005,5.999999999999973,9.842108150883714,10.036720479753633,10.662507341305371
4,4.000000000000006,6.0000000000000275,10.000000000000037,10.125346933263284,11.481182261923905
5,4.000000000000011,6.000000000000057,10.000000000000052,10.520504458461184,12.126610049683103
6,5.999999999999966,6.000000000000089,10.228552471025326,10.685173744160819,12.316279182891044
7,5.999999999999971,7.999999999999876,10.559723179065891,10.836437417105028,12.407422993414704
8,5.999999999999972,7.999999999999909,10.562810553093046,10.97887253822864,12.586489933070586
9,5.999999999999986,7.999999999999932,10.637034740436164,11.550089641400435,12.974365640396867
10,5.9999999999999885,7.999999999999943,11.157422254208372,12.190450751866674,13.109235993362336
11,5.99999999999999,7.999999999999982,11.163788211821172,12.436378088121582,13.229291638522248
12,5.999999999999991,8.000000000000073,11.58830273799674,12.56044305218899,13.477210595626191
13,5.999999999999999,9.999999999999968,11.7337366465067,12.787138186975943,13.737575581256142
14,5.999999999999999,9.999999999999977,11.752500938599965,12.8345811796013,13.792931863329267
15,6.000000000000003,9.99999999999999,11.827116887449355,12.915726804637803,13.889259420747555
16,6.0000000000000036,9.999999999999991,11.999999999999996,13.110176295122267,13.954626401601425
17,6.00000000000001,9.999999999999995,12.00000000000001,13.191499128355243,13.969169809889275
18,6.000000000000013,9.999999999999998,12.242786211382628,13.21041590605084,14.220009751378132
19,6.000000000000015,9.999999999999998,12.529397420172158,13.33747405067374,14.452013606993528
20,6.000000000000029,10.000000000000007,12.620141427281045,13.374717689011703,14.504312151238413
21,6.000000000000037,10.000000000000007,12.630277307880956,13.416906570687146,14.564158849210084
22,7.9999999999999565,10.000000000000007,13.072909165950268,13.548054553137955,14.64002617928592
23,7.999999999999957,10.00000000000001,13.158068245596413,13.61516397537921,14.811677571064976
24,7.999999999999969,10.000000000000016,13.262974198324594,13.75760206024327,14.909004418127115
25,7.999999999999971,10.000000000000016,13.70343597112589,13.812231683391873,14.979189108098078
26,7.999999999999977,10.000000000000021,13.943055190145031,13.898598963435202,15.02475054205618
27,7.999999999999979,10.000000000000023,14.000000000000005,13.95799693735157,15.142657370994707
28,7.999999999999982,10.000000000000028,14.001317344224592,14.084973532450016,15.224158051497948
29,7.999999999999984,10.000000000000028,14.006423570762434,14.18086779537743,15.292259518839064
30,7.999999999999988,10.000000000000028,14.085413784953381,14.253860804710868,15.397416969881649
31,7.9999999999999885,10.00000000000004,14.204264593120502,14.355424376567676,15.517607063650397
32,7.9999999999999885,10.93116770313066,14.469479596282177,14.511122508002693,15.592596676136019
33,7.9999999999999885,11.999999999999964,14.622873324286184,14.557982214256821,15.716078186440061
34,7.999999999999989,11.999999999999968,14.70294533407411,14.612927359207317,15.740550385025562
35,7.999999999999991,11.999999999999977,14.867539291242592,14.762103367527246,15.821661766452307
36,7.999999999999991,11.999999999999977,14.933803381448351,14.780095474309933,15.877140567001552
37,7.999999999999993,11.999999999999979,15.141361189119356,14.924949738504862,15.954792202647019
38,7.999999999999993,11.999999999999982,15.189617576991386,15.145458893120303,16.077735648329984
39,7.999999999999995,11.999999999999982,15.281327792231002,15.188582566814874,16.091193258757723
40,7.999999999999999,11.999999999999986,15.31201769219289,15.19859096037642,16.12540870227657
41,8.000000000000002,11.99999999999999,15.355943829424199,15.286437508295089,16.167184241173473
42,8.000000000000005,11.99999999999999,15.448744271210831,15.405731356492348,16.275471300574743
43,8.000000000000005,11.999999999999991,15.579991718142113,15.482749887635142,16.30753593676778
44,8.000000000000005,11.999999999999995,15.654878803794903,15.569600813330569,16.398010770351526
45,8.000000000000005,11.999999999999995,15.66962252605926,15.689677591563587,16.465395179110118
46,8.000000000000009,11.999999999999996,15.845537308797143,15.814843530663536,16.559117086542493
47,8.00000000000001,12.0,15.919100239467832,15.837916160401916,16.61727248321941
48,8.00000000000001,12.0,15.96862743231634,15.903499970988975,16.67997102805504
