k,skeleton_graph,definite_order_perturbated_graph,random_order_perturbated_graph,dop_like_random_graph,rop_like_random_graph
0,-1.2878587085651816e-14,3.197387464375481e-14,-1.0177891651219975e-13,-3.007788383541278e-14,2.1138276916590455e-14
1,-1.2536145489504929e-14,3.907930200135581e-14,-7.658089250630121e-14,1.100586181455741,2.7688392239747066
2,-8.712018284742417e-15,0.22837080345228392,1.9809318046690836,1.7779503535169838,3.8250420051505207
3,-6.929855062990338e-15,0.22837080345230099,1.9809318046691164,1.945871414505385,4.290787384723995
4,-6.666550152754445e-15,0.5101253758065748,2.000000000000011,1.9667942626216806,4.501023895573965
5,-6.404400330879741e-15,0.510125375806589,2.0000000000000226,2.008823146414665,4.798014997854456
6,-5.5700790882606e-15,0.8018599277833526,2.0000000000000555,2.079347134133876,4.8712949030537605
7,-5.505868872654964e-15,0.8018599277834105,2.0000000000000644,2.174410208457397,4.928355964388587
8,-5.242906820246328e-15,1.1345831912031399,2.5964475809301533,2.4034711419932355,4.993249261910626
9,-5.087830444236742e-15,1.134583191203224,2.5964475809301875,2.5318893980692097,5.040836544113304
10,-4.619972298953998e-15,1.6098929467321645,2.5993650556830588,2.554666245793196,5.435651389368769
11,-4.231733790509504e-15,1.6098929467322014,2.599365055683087,2.5797501417147846,5.771687175925643
12,-3.738381247173588e-15,1.9999999999999871,3.0976098403009997,2.6709655742689993,5.897515755727584
13,-3.453348079618586e-15,2.0000000000000253,3.097609840301079,2.8170488321348355,5.978830215687614
14,-2.8503723804579217e-15,2.052727371534445,3.097819586769918,3.016033749326495,6.037900351384737
15,-2.283193347902057e-15,2.0527273715344525,3.097819586769987,3.065380005904052,6.208007502812831
16,-2.1966426066505933e-15,2.149624933420196,3.382751434297861,3.117635751403622,6.724041979443205
17,-1.6534316201338252e-15,2.1496249334201996,3.382751434297959,3.155743554649801,6.783811054685014
18,-1.619259371841282e-15,2.169659518377853,3.890143777039203,3.1960966627491842,6.848757165758642
19,-1.5542985626528056e-15,2.1696595183778937,3.890143777039265,3.2639216312049784,6.898217602255876
20,-6.654140932753847e-16,2.2317284187371915,3.999999999999946,3.3346955702574537,7.054989278251264
21,1.9459786485492943e-18,2.2317284187372093,3.999999999999965,3.491717042171786,7.160076567310288
22,1.3602497567385512e-15,2.383870114336049,3.999999999999979,3.564129413714738,7.24431150283855
23,1.3897125038233086e-15,2.3838701143360552,3.9999999999999885,3.5849006484503665,7.42151456570418
24,2.0522823824475923e-15,2.3917215951362367,3.9999999999999996,3.6187812610432153,7.4588996879003915
25,2.8901189894718595e-15,2.3917215951362447,4.0,3.6633740342420733,7.597406989500395
26,4.310352263393367e-15,2.6325505262100215,4.000000000000013,3.704173929956823,7.658174319006296
27,5.842364629272766e-15,2.632550526210025,4.000000000000025,3.7305761415054044,7.805746086211782
28,6.151986608554983e-15,2.717990799695399,5.093182821610318,3.790338281334001,7.832319366492279
29,6.447000589783675e-15,2.7179907996954027,5.093182821610349,3.8737395216443176,7.8760467851935285
30,7.583733192141782e-15,2.9061536269059514,5.106767020999082,3.8982717532163518,7.997173001562502
31,9.413646785173721e-15,2.9061536269059656,5.106767020999109,3.923626437712293,8.002211156345044
32,1.9999999999999905,2.940747472228413,5.307068760907849,4.001874001869122,8.09917411500417
33,1.9999999999999905,2.94074747222842,5.3070687609078595,4.144363447167436,8.21013064087343
34,1.9999999999999916,3.1825386190064093,5.3693322506932635,4.165102288560256,8.252177202285512
35,1.9999999999999925,3.1825386190064124,5.369332250693334,4.195773968376179,8.428486483466783
36,1.999999999999993,3.3051098200544593,5.541385614078808,4.261509827535714,8.50324500874371
37,1.9999999999999936,3.305109820054468,5.541385614078812,4.287320487937953,8.598809872850124
38,1.999999999999994,3.5336324129727226,5.999999999999978,4.331998305808719,8.642441508239958
39,1.9999999999999942,3.533632412972739,5.999999999999981,4.365502328759535,8.703577274078862
40,1.9999999999999942,3.669332737418571,5.999999999999983,4.413404876651328,8.782826092651975
41,1.9999999999999944,3.6693327374185993,6.000000000000018,4.497214893796627,8.811110042177312
42,1.9999999999999944,3.670392693255797,6.2931981535135035,4.515959783721365,8.8636848512453
43,1.9999999999999944,3.6703926932558057,6.29319815351352,4.530368577016693,8.97343204526512
44,1.9999999999999947,3.9963162740396094,6.298150600699482,4.588425702483508,9.056940865455969
45,1.9999999999999947,3.996316274039636,6.298150600699502,4.591273216755943,9.087039996164854
46,1.9999999999999947,3.9999999999999942,6.7846503345329126,4.629348404837243,9.159447609482765
47,1.999999999999995,4.00000000000002,6.784650334532965,4.672188319951723,9.183640018028145
48,1.999999999999995,4.065634712575541,6.7888783864314615,4.734495982031598,9.237665236287727
49,1.9999999999999953,4.065634712575545,6.788878386431547,4.74052989311137,9.333881711066235
50,1.9999999999999953,4.142837578779358,6.9468949190317035,4.761353759143503,9.351634863500058
51,1.9999999999999958,4.142837578779381,6.946894919031734,4.804036692590584,9.406836776022406
52,1.9999999999999958,4.179650386201904,7.9704963445663175,4.863714338738685,9.429875520263458
53,1.999999999999996,4.179650386201917,7.970496344566344,4.9135424732832105,9.514152067974035
