k,skeleton_graph,definite_order_perturbed_graph,random_order_perturbed_graph,dop_like_random_graph,rop_like_random_graph,rop_like_random_graph_same_weights
99,11.999999999999979,28.943202187910945,195.7765375513728,236.95618440421683,265.2405153049538,198.9603768451239
100,11.999999999999979,29.13206324011029,196.85303142495246,237.0645667842345,265.4814372677815,199.08679552561117
101,11.999999999999982,29.154021980730796,197.06898387888265,237.2490597666128,265.61808624995746,199.17346827179682
102,11.999999999999982,29.158840757589907,197.31669918568446,237.48466006939515,265.7199662687776,199.36218358564935
103,11.999999999999982,29.193821013881898,197.90670538519154,237.7499086902346,265.9190589382267,199.67716527178152
104,11.999999999999986,29.195059528667556,198.10178971236635,237.8129477665846,266.0436261063058,199.74317383125185
105,11.999999999999988,29.28869240082464,198.8347322354087,238.18163292851852,266.3052914527456,200.01412181983264
106,11.999999999999991,29.29011233780985,199.42927078002847,238.28373612030015,266.5039571911356,200.09776763909582
107,11.999999999999996,29.971618208571098,199.7157990270871,238.63466016758707,266.5870953449344,200.32081194420513
108,11.999999999999998,30.01940967838048,199.88912203213482,238.680548905541,266.6844769606301,200.39442145237328
109,12.0,30.03350670279955,200.08237841498942,238.91183463213954,266.7906137134686,200.43309077295964
110,12.0,30.322870939042257,200.2352876212977,239.09427041923666,266.8642723885467,200.6161862073696
111,12.000000000000007,30.3298602223941,200.42887427211025,239.31031040375677,267.092539465966,200.8635887482773
112,12.000000000000007,30.45948215841019,200.64361372717696,239.40228465735672,267.1568249334697,201.1093454642721
113,12.000000000000007,30.491527243269452,201.23910794657735,239.53524676308726,267.32348991439994,201.21719959771193
114,12.000000000000009,30.58404566833178,201.47477815616153,239.652067339136,267.430848177433,201.4746773508815
115,12.00000000000001,30.68845760584064,202.20607147201417,239.96418164103986,267.814969834109,201.5926788141884
116,12.000000000000012,30.887805167916394,203.57539001188414,240.18240617922243,267.9642706201669,201.9352761314991
117,12.000000000000012,31.264058527988567,203.62092122909633,240.29500825981202,268.12738629966447,201.98034790980518
118,12.000000000000016,31.3539553566594,203.7534933907961,240.40852214520666,268.30158517550313,202.18948461883966
119,12.000000000000021,31.922192984448415,204.38641711795705,240.54325585145457,268.3794252877834,202.4067953725793
120,12.000000000000021,32.08324755920597,204.426687265933,240.73889058815814,268.62563873881896,202.76546713207247
121,12.000000000000021,32.144429785541014,204.65076002207329,240.846611774897,268.75271403670996,202.85354222472935
122,12.000000000000025,32.32743653091159,205.0453320874586,241.0177823107987,268.8718696306332,203.091493574951
123,12.000000000000025,32.41620436815073,205.4821262566658,241.10485211668515,268.99132441621975,203.1742111848669
124,12.000000000000027,32.7837400120997,206.08135814657152,241.49566955105976,269.1762122652577,203.3841292874394
125,12.000000000000027,32.795622844100265,206.14660647562647,241.6287193374219,269.26090360670025,203.4442828839458
126,12.000000000000028,33.045607763105686,207.03276918694283,241.6746271015019,269.36709345001094,203.49906495977902
127,12.000000000000028,33.183434666834934,207.7447366869461,241.88438212400064,269.44508338834726,203.83818953798374
128,12.000000000000032,33.203920291815436,208.07865784550557,242.02166163123988,269.6346275735146,203.971677636837
129,12.000000000000036,33.281582567767465,208.44727412586815,242.1940352757262,269.717222081567,204.07980662648134
130,12.000000000000037,33.544606884160416,208.7199480510736,242.28884750962706,269.90768374052067,204.11415301571367
131,12.00000000000004,33.56467693456179,208.790769641351,242.42258823772696,270.0825963230738,204.4380489976763
132,12.000000000000043,33.87507508734424,209.21534505088178,242.4873940003588,270.14594631955333,204.48538643263
133,12.000000000000053,34.014094244357466,209.66783702587708,242.5920871145659,270.2976260612301,204.57227069744914
134,12.000000000000055,34.10946533542074,209.8334338067795,242.734576292061,270.3528911628312,204.62654512431962
135,12.000000000000066,34.13291749347209,211.1061586742222,243.12002398606288,270.56752133669613,204.79519548312584
136,12.000000000000075,34.28626904148977,211.2869620222004,243.12924237821596,270.72216765478106,204.87442189033968
137,12.000000000000076,34.35968908556528,211.45861954463032,243.30759454268136,270.85964549540796,205.16266189151054
138,12.000000000000085,34.778414587714224,211.98995743767324,243.41935842539004,270.98580844420854,205.27059733350634
139,12.000000000000089,34.83841558096086,212.2615515338474,243.52349877379456,271.1005520754855,205.4647400521847
140,12.00000000000009,35.02977568653596,212.69212304676674,243.62260408009317,271.25169684718503,205.72734947457795
141,12.00000000000009,35.051118469993774,212.8676088667401,243.72568947452956,271.41865567511695,205.93582846087824
142,12.000000000000108,35.078827980486864,213.1988781179777,243.75869439740762,271.549815030231,206.05723053540117
143,12.000000000000126,35.155523431581756,213.639728240123,243.94503614055768,271.7205765770509,206.12032925801296
144,12.000000000000131,35.28273759398193,213.97787658875063,244.17382246638462,271.9156486458276,206.26919382927417
145,12.000000000000135,35.29015753735946,214.77797080734277,244.2040037114806,272.04329850901473,206.41884153704038
146,12.000000000000139,35.54444186741103,215.200249043731,244.4303651329315,272.21403155271383,206.50119718896832
147,12.00000000000014,35.61695904611068,215.52798681057126,244.49668716508123,272.2299062954502,206.76201082877435
148,12.000000000000142,35.912128470404646,216.13060767199582,244.59454829835758,272.43150502743475,206.88892720204592
149,12.000000000000144,35.91305755524246,216.2676604230697,244.6949487450029,272.51648918168416,206.9816405970497
150,12.000000000000146,35.91449095803787,216.59824449375918,244.88574972451946,272.60452061870865,207.10674632251414
151,12.00000000000016,35.921494711313606,216.92207131403893,244.94693841630777,272.83125312251514,207.22419457810616
152,12.00000000000017,35.93624295100787,217.09798504754477,244.97656483014015,272.8709285855825,207.42519102589253
153,13.999999999999776,35.954677117948485,217.2454509178064,245.22085229283317,272.9459498648128,207.52588080014905
154,13.999999999999826,36.09243690939159,217.3857988418246,245.30478169180194,273.15110088548835,207.78001334716046
155,13.999999999999844,36.281923892456994,217.58913959728034,245.39142922823657,273.1641099565911,208.07935283799773
156,13.999999999999847,36.284113885794866,217.80833871947007,245.54577987003915,273.33221626244637,208.21498985690454
157,13.999999999999847,36.5493015050936,218.29734965667876,245.6720234772075,273.464787742397,208.3374626329663
158,13.99999999999986,36.6661987928813,218.50241942569488,245.78964195982377,273.71277511366276,208.46178043791664
159,13.999999999999861,36.674560159411676,218.75794975771342,245.82850722454526,273.77312208607236,208.6115539191368
160,13.999999999999874,36.682579038572264,219.05586019690634,245.99979765710793,273.95065255262193,208.82810763826186
161,13.999999999999874,36.689278185706485,219.29085219789948,246.06105714657267,274.03135015223273,208.91412994055418
162,13.999999999999874,36.73340120524793,219.59179725801627,246.33354504589184,274.0840352477384,209.03299358133626
163,13.99999999999988,36.793457569866185,219.80760229705564,246.52419832389182,274.201381910268,209.1602452533554
164,13.99999999999988,37.16830540412133,220.0881406716745,246.62584030389297,274.2917218727343,209.38485789205615
165,13.99999999999989,37.278675175344915,220.53482758832192,246.8119937767997,274.38407744380225,209.43034869331174
166,13.999999999999892,37.293707831059386,220.7462624929771,246.84302814575378,274.6521827909759,209.67708754297328
167,13.999999999999895,37.31676795718353,221.1531921605445,246.8516565975614,274.72867462361546,209.708675518219
168,13.999999999999895,37.458748129734644,221.6620059592683,247.0714016173045,274.8605750191937,209.90407965720343
169,13.9999999999999,37.57958862522064,221.9701321170747,247.23455728888837,275.00132048704415,210.01266251490858
170,13.9999999999999,37.599664230864484,222.21832232268937,247.27853475070708,275.17362645103856,210.1703655895667
171,13.999999999999902,37.65371431087694,222.61427857181232,247.41731006891075,275.2327140554614,210.37349877907587
172,13.999999999999904,37.663942969953446,223.24111646174478,247.5782213423059,275.43328353585673,210.5573519630628
173,13.999999999999904,37.8087348235484,223.6792717186334,247.7703070174107,275.5234997403576,210.60601583299257
174,13.999999999999906,37.81958755915029,223.96408845808276,247.8604622548218,275.7248295177322,210.6811957289087
175,13.999999999999906,37.86231699898471,224.0788485020901,247.90353711402162,275.7663124059648,210.77076971181037
176,13.999999999999908,37.86838430090797,224.48225244678588,248.13507832800974,275.84320044640623,210.8947221235871
177,13.99999999999991,38.025301001925286,224.6643791904375,248.25536910486272,275.9768783485975,211.07964897152286
178,13.99999999999991,38.397329273764925,224.86209073028402,248.33059432195088,276.0711608310864,211.20347732502975
179,13.99999999999991,38.55793587423414,225.10103853944872,248.41601434387042,276.12092394672163,211.37381636995855
180,13.999999999999911,38.62289760846932,225.23251478783243,248.46005478601282,276.26845690830584,211.52319489057746
181,13.999999999999915,38.66146115369209,225.62501885744044,248.5551585777813,276.34666002339026,211.55717381747218
182,13.999999999999918,38.71555352982647,226.00789148462883,248.77629275902035,276.43616307940016,211.75855146149357
183,13.99999999999992,38.72741006547923,226.29698646118683,248.88338560100914,276.49367473471113,211.9121660532405
184,13.99999999999992,38.770980507716835,226.6965292036253,248.96589094456922,276.53914489265355,211.94300512905042
185,13.99999999999992,38.917517947096876,226.8163572103209,249.0531904667763,276.6633550798414,212.11698741134515
186,13.999999999999922,38.95867276620805,227.20684835267105,249.1259930089293,276.7432078188616,212.37094876749697
187,13.999999999999922,38.97484859378566,227.52256084773558,249.3125179995643,276.9123089192471,212.43887323612267
188,13.999999999999922,39.027662982657596,227.67178230296275,249.51140657207876,277.0631147857752,212.5933088574544
189,13.999999999999924,39.245487540269295,227.98402797996508,249.6806770241604,277.18672280535014,212.724985541977
190,13.999999999999925,39.26249429671639,228.44615877607404,249.75346761133858,277.2100760557962,212.73260442929814
191,13.999999999999925,39.290183432245044,228.6897542914933,249.84008659807898,277.3562597713378,212.9057637204174
192,13.999999999999927,39.469430371028245,229.16939027164466,249.90556138394078,277.5119254070574,213.05771361123155
193,13.999999999999927,39.523090548498025,229.28494331449943,250.0089418117409,277.5718387380841,213.2018220910892
194,13.999999999999929,39.687262721423416,229.6852096745638,250.02531274429336,277.66205806741556,213.33243840858896
195,13.999999999999929,39.70113264677663,229.77330052493735,250.211226036225,277.72306771548017,213.4696395952945
196,13.999999999999929,39.844512051624775,230.18754449356078,250.31325737374155,277.79302857892736,213.58473320669054
197,13.999999999999929,39.89197807582305,230.26516882258878,250.44801901316276,277.92776191466135,213.74161529770754
198,13.99999999999993,39.93112867931563,230.34047299649598,250.54110965969565,277.9447369348084,213.75408361044921
199,13.999999999999934,39.96542464989535,230.8714441455817,250.59156942623636,278.16467721762643,213.81127260032835
200,13.999999999999934,39.96994009732567,230.98175912709772,250.76687651723591,278.3280549647695,214.01890497102968
201,13.999999999999934,40.32141310207431,231.20575215155702,250.8211634832678,278.40925207754657,214.0831050954872
202,13.999999999999938,40.47705312954072,231.39878433351123,250.96124679586183,278.5501782007243,214.2850783582602
203,13.99999999999994,40.477676331704004,231.68498495043352,251.08789193718448,278.6076830689541,214.38921746872865
204,13.999999999999941,40.54660464036699,232.19785929549244,251.1851477242033,278.80095906157374,214.60182156652814
205,13.999999999999943,40.63384867829487,232.3755082220409,251.29944544027978,278.8548144994706,214.74319371511615
206,13.999999999999943,40.65497267629265,232.83147499139304,251.40687634794705,278.9444222623679,214.77753098460016
207,13.999999999999945,40.65723286469829,232.83723396717605,251.52394142553962,279.0777755546657,214.92448159455617
208,13.999999999999945,40.69438600856786,233.09378244314652,251.57138489344112,279.19561555764824,214.99417476039017
209,13.999999999999947,40.73209042881181,233.29659482669288,251.71193336204544,279.23280129581855,215.08614286932936
210,13.999999999999947,40.84593217610533,233.41578313548752,251.77298022098148,279.30292391410165,215.35039599503213
211,13.999999999999948,41.31044929650235,233.65230203143327,251.82806424983747,279.38548393967847,215.47745265254466
212,13.999999999999948,41.40847043310441,233.83030443283255,251.97612246145323,279.53147019685076,215.5548649688865
213,13.99999999999995,41.5295929510596,234.12750017404932,252.04755621564678,279.58797973463794,215.62391156894307
214,13.99999999999995,41.54390938072269,234.42076323805418,252.15306015178564,279.6281733444401,215.7344902490985
215,13.99999999999995,41.645790060740964,234.55775424227372,252.3087618400544,279.6750557392627,215.97467291729865
216,13.999999999999954,41.666349577622874,234.71467701470934,252.38152260895325,279.90721342324423,215.99750380818864
217,13.999999999999956,41.679291880371395,234.80908339425955,252.5211995635664,279.9622580058551,216.15858537056394
218,13.999999999999956,41.931251304523464,234.87863633031114,252.65322373097342,280.0191030823846,216.262102644487
219,13.999999999999956,42.44508735820036,234.98370023334144,252.7708438495339,280.08789616478464,216.31592651231205
220,13.999999999999956,42.44603247614987,235.13821674458407,252.83513711224558,280.1979569753401,216.44488595105736
221,13.999999999999956,42.54438206362508,235.45918678743487,252.98490737994092,280.3604804239217,216.56100703228313
222,13.999999999999957,42.55778282455546,235.55951077542346,253.12314663761214,280.45743672527186,216.67842210072
223,13.999999999999957,42.55876185173633,235.71538064133355,253.18544575448945,280.537747394763,216.810010005179
224,13.999999999999957,42.56828810394831,235.82279617290126,253.2854368209672,280.6912463935618,216.92740715090667
225,13.99999999999996,42.5751750852853,236.15173851171306,253.3518723897547,280.70779416223223,217.00534312363396
226,13.99999999999996,42.59030105684517,236.202431130086,253.47451360610947,280.7879899381741,217.15694099992777
227,13.999999999999963,42.618831523805795,236.56898173266447,253.57072989230986,280.87631851061946,217.2182481269616
228,13.999999999999963,42.87559965918607,236.8705101016943,253.68106559128722,281.000106376806,217.417163524482
229,13.999999999999963,42.907083548135105,237.0689844660515,253.77541095023756,281.083377578746,217.4547150726453
230,13.999999999999966,43.201477828040076,237.29472920577575,253.90674824351848,281.1667295392659,217.64612653211623
231,13.999999999999968,43.49565235190493,237.4531578414942,254.00273318706977,281.19861486912004,217.93445920854566
232,13.99999999999997,43.495754406411606,237.68392950816968,254.11992412415813,281.29482886676027,217.98483496381817
233,13.99999999999997,43.5056102348195,237.89652657986284,254.1871822837349,281.4168491565367,218.00389022284432
234,13.99999999999997,43.67199744593743,238.13373529655965,254.29560679830553,281.476017040522,218.15456095870067
235,13.999999999999972,43.70121540654307,238.68062289364238,254.38636573924802,281.6047335339925,218.31562509783834
236,13.999999999999972,43.896137139581704,239.0397068958926,254.50186718045592,281.697171523476,218.37892345204637
237,13.999999999999973,43.993771659309054,239.3107722393809,254.60104847971252,281.79886186456054,218.58856072223654
238,13.999999999999973,44.40371190506682,239.54699058347353,254.7028186593874,281.91860352562685,218.60103165190043
239,13.999999999999975,44.550365245712754,239.72645827924822,254.80717688716635,281.97440987995157,218.76111557574927
240,13.999999999999977,44.60398081606329,239.76996969066192,254.8898310756844,282.12035889445747,218.86838177050998
241,13.999999999999977,44.666615578826466,239.9983245955439,255.11064944485872,282.1567491365953,219.05169123384667
242,13.999999999999977,44.669216160716125,240.3117520475137,255.32351142117423,282.25355863129266,219.1115549537315
243,13.999999999999977,44.67745230364548,240.5057047287184,255.43181057617923,282.32268556163865,219.26063972755867
244,13.999999999999977,44.71193819417335,240.76509298276866,255.452022138208,282.3920824588226,219.31054601126343
245,13.999999999999977,45.47402307758951,241.15092863371711,255.57302803178035,282.4373676884494,219.36443413728784
246,13.999999999999979,45.474591346330136,241.22670052229566,255.65270586650746,282.603623285424,219.62028302282107
247,13.999999999999979,45.51848281839952,241.4024448417301,255.71651967558793,282.73117850641194,219.721063961499
248,13.99999999999998,45.619033094566134,241.70449070216202,255.8971765426441,282.7993843473371,219.83736739552842
249,13.99999999999998,45.66664456894184,241.84827055353554,255.93036931883358,282.81473570109296,219.95746395872106
250,13.99999999999998,46.43933122654638,242.04857566733696,256.0146105107891,282.9857704376135,220.10328737626136
251,13.999999999999982,46.49552579449811,242.30495281540112,256.07266435643925,282.9949766369621,220.1402858944571
252,13.999999999999984,46.548855452970045,242.5849345940498,256.10895791326044,283.2463889530935,220.38255806321095
253,13.999999999999984,48.39379447045925,242.79213123883483,256.18099392546424,283.3148029823668,220.44734849213955
254,13.999999999999986,49.15898443647754,243.11287668650556,256.2850393955299,283.33040363828843,220.47934577051493
255,13.999999999999988,49.294162893452935,243.5231683206053,256.47840859597056,283.390829287335,220.61202113685928
256,13.999999999999988,49.4184553244955,243.59353362850828,256.53399630128035,283.4967923659916,220.78530205254748
257,13.99999999999999,50.86896958680935,243.8161173364684,256.68904282412495,283.52770819350906,220.89798176261561
258,13.99999999999999,51.109354237053445,243.9081618354301,256.75386961350563,283.58737923812487,221.02407066559564
259,13.999999999999993,51.38584676421086,244.13640763945418,256.96055648186393,283.6687711896695,221.2075629409202
260,13.999999999999995,52.79742338203006,244.3367047912335,257.0707662870742,283.85571930289535,221.3212532717227
261,13.999999999999995,52.835654755464944,244.4264460910492,257.1576245211396,283.9340146166708,221.32417219250297
262,13.999999999999996,53.011533701735196,244.75521626822547,257.24160193030497,284.04582550555415,221.42831852431107
263,13.999999999999996,53.02084058841651,244.8858662754405,257.29626236516754,284.1312132147135,221.5578490570018
264,13.999999999999998,53.046480655714745,245.02666009956414,257.43383295684475,284.2500548152572,221.69804429689412
265,14.0,53.057415490783804,245.24766974295244,257.52468383085403,284.28376880523035,221.8495552529696
266,14.000000000000002,53.06144056320686,245.4393146160324,257.61459643886934,284.41426466581447,221.91481416383442
267,14.000000000000002,53.09401300426725,245.83555507714982,257.7598388588976,284.5843435841986,222.0041728873531
268,14.000000000000004,54.491727484223155,245.98336597080163,257.8543678279068,284.6101880449648,222.1435165719072
269,14.000000000000004,54.707206950116905,246.1111349380326,257.91641093230703,284.66490878466095,222.20524597121903
270,14.000000000000004,54.825468625560376,246.33701217765505,257.97080997566627,284.73176252322077,222.29807687290642
271,14.000000000000004,54.838479950046136,246.54308022642198,258.079645646671,284.7809625164722,222.35771824839446
272,14.000000000000007,54.8543620234284,246.64571602104397,258.17047737496944,284.92868847017013,222.62018969803717
273,14.00000000000001,54.973377578067684,246.75780303167215,258.3433055895097,285.0274843836743,222.7133532954248
274,14.00000000000001,55.040256909224844,246.8536453202353,258.4344123412751,285.0763003801519,222.859730603425
275,14.00000000000001,55.0508865226058,247.00499474064202,258.5763578030175,285.24174617164323,222.9097814452682
