k,skeleton_graph,definite_order_perturbated_graph,random_order_perturbated_graph,dop_like_random_graph,rop_like_random_graph
0,-4.496708480252805e-44,3.796649992703987e-14,-6.735006471037296e-14,-2.1316758692697266e-14,9.091355964891169e-15
1,2.0000000000000053,1.9999999999999483,2.000000000000046,8.84745468344811,9.118188076607968
2,2.000000000000007,4.000000000000014,5.494332697214674,10.190284623407834,10.812966325025734
3,3.999999999999995,4.876797648068661,7.2256976606422025,11.517159701085571,12.140640355067115
4,3.999999999999996,5.999999999999998,7.412623644240643,12.65187250893912,12.261252995992521
5,3.999999999999996,6.000000000000004,9.04348253999276,12.943224161879977,12.47383065276534
6,3.9999999999999973,6.623961585123546,10.707522135126752,13.2741054319109,13.06484121551876
7,3.9999999999999982,6.783005411490406,12.377353318586428,14.031491672931272,13.243963345110451
8,3.9999999999999982,8.000000000000016,14.54679490695431,14.495068251211938,13.946918346727832
9,3.9999999999999996,8.36290628853171,14.627912095873734,14.766290351947074,14.603282570204886
10,4.0,8.649091134574144,16.4715649262955,15.637509793136546,15.170609234883143
11,4.0,10.0,17.12674766409922,16.63394228796248,15.599615892476665
12,4.000000000000002,10.16089571392892,17.421726805016174,16.828945602340383,15.787929673207673
13,4.000000000000002,10.506181073449174,17.561319183107123,17.33707991372815,16.236579406370193
14,5.999999999999993,11.470730265173266,18.174519992731778,17.488701595711586,16.870743788263354
15,5.999999999999994,12.000000000000002,18.429177745071733,18.060593212302425,17.32671821934694
16,5.999999999999996,14.557078597549006,19.129125854249867,18.659386778431234,17.546534962833036
17,5.999999999999996,15.063370620157343,19.64368881347966,19.265103491672534,18.213806229247606
18,5.9999999999999964,15.919230433178226,19.92817289808466,19.565811001382688,18.921721430189294
19,5.9999999999999964,15.925603534518414,19.970322324304828,19.944344211818972,19.125345122366163
20,5.9999999999999964,16.54841682515901,20.235196364270276,20.47237223363375,19.42524577137475
21,5.999999999999997,16.83443956000634,20.273170972614075,20.731361217777334,19.753430600619332
22,5.999999999999998,17.99135028852584,21.40234881714537,20.8567180698097,20.36787052468917
23,5.999999999999998,18.04234137010088,21.794519241570892,21.1515181820498,21.017973086521863
24,5.999999999999999,18.109560804843607,21.856961128315742,22.547720230325695,21.35435174612002
25,6.0,18.289903122019815,22.176923836255508,23.537226805684558,21.757983720283768
26,6.0,19.81390446305497,22.838749524916484,23.85867808558412,22.089242018954845
27,6.000000000000001,19.817508683460265,22.888465115318265,24.262146887354962,22.31200508592152
28,6.000000000000002,20.2311247597469,22.964096923516195,25.049889878613868,22.88888955568962
29,6.000000000000003,20.259343951027432,23.488412539742015,25.60260363212013,23.369787336410603
30,6.000000000000003,21.97852396278539,24.226122775234813,26.034462799383228,23.644502488018624
31,6.0000000000000036,22.008167093890172,25.222345163327663,26.564111448225926,24.09106961538814
32,6.000000000000004,33.82553439115364,26.134519307172777,26.6667765472942,24.339695350250445
33,6.000000000000004,35.45461661505183,27.088708657118538,27.235655096255343,24.983795846560934
34,7.999999999999992,35.82726905428026,27.72712768303097,27.984229200124826,26.120063531975582
35,7.999999999999994,37.42331077607564,27.776241590945105,28.46149798851836,26.505150354060202
36,7.999999999999996,37.439885737126474,28.214562783960545,29.248546615240915,26.62532501724014
37,7.999999999999997,38.53857343022412,28.522401658321847,29.57232048105648,27.042450723311003
38,7.999999999999997,38.93597887444691,28.696611581968874,29.83919738879937,27.701447153473776
39,7.999999999999997,39.322799251983746,28.973034688425226,30.38425070980518,28.076574226310466
40,8.0,41.17477397776401,29.119931191469174,31.4998649990594,28.713674448203584
41,8.0,41.205522564803545,29.262599240210644,31.682835135573356,28.81995522879146
42,8.0,41.26721662661145,29.998066473030374,32.393524885967395,29.451464951352296
43,8.000000000000002,42.77769794468754,30.13720240734581,33.00133304836583,30.23008834054744
44,8.000000000000002,42.79378294245211,30.199681085490962,33.368543160464725,30.630280839768126
45,8.000000000000004,44.10615030482848,30.84549675424136,33.50436531475152,30.91528865215108
46,8.000000000000004,44.240609793812865,31.807692851092742,34.016847016261394,31.939424629565003
47,8.000000000000005,45.72735222689969,32.65742882847776,35.08677405106823,32.940266647966155
48,8.000000000000005,46.16217128739487,32.82140028181898,36.294644032240356,33.19198248132095
49,9.999999999999993,46.480668644656305,33.6183292544699,36.53408342748129,33.405633142637456
50,9.999999999999995,47.4880746764819,35.8523727827788,38.04209061124836,34.02067979995205
51,9.999999999999995,47.60148698967944,36.48953958405433,38.47620101924095,34.34418122728428
52,9.999999999999996,47.67247701093499,38.57506390360979,38.95503797559996,34.88140400810622
53,9.999999999999996,47.72376662037531,38.58966140817858,39.39948965777493,35.87216840448855
54,10.0,47.72806901172757,38.89102534879921,41.08154178721937,36.51448458556405
55,10.0,47.89072943832221,39.46284967837716,41.68275365537484,37.548050599573955
56,10.000000000000002,49.74752668752387,41.426746397103415,42.133269993100676,38.10926617960036
57,10.000000000000002,49.81207329422215,41.54769969272584,42.84474966271666,39.65992820396786
58,10.000000000000007,50.01302722999833,42.18181567411294,44.242149550317706,39.8514953802054
59,11.99999999999999,50.295272153347355,42.43085404838508,46.4870501914401,41.454467773896184
60,11.999999999999995,50.351560777274734,46.11679150423805,48.320141625985734,43.03637562053035
61,11.999999999999998,50.51915594118178,46.86065462246212,48.85363416995203,43.39528077736719
62,11.999999999999998,51.17268070523419,47.92352200161075,57.22070494165171,46.25475564764578
63,12.000000000000005,51.23709365682572,47.99986424999883,60.34568781224669,51.28287597352267
